Name;Author;Rank;Genus;Family;Order;Class;Phylum;Kingd;Status;Mainl;Origin;CurDis;Pathw1;Pathw2;LifeSt;Ecosys;Observ;AOO;Imp12;Impact;minImp;maxImp;InvPot;minInv;maxInv;clmInv;EcoEff;minEff;maxEff;clmEff;A;minA;maxA;B;minB;maxB;C;minC;maxC;D;minD;maxD;E;minE;maxE;F;minF;maxF;G;minG;maxG;H;minH;maxH;I;minI;maxI
Cryptomeria japonica;(Thunb. ex L. f.) D.Don;species;Cryptomeria;Cupressaceae;Pinales;Pinopsida;Pinophyta;Plantae;reproducing;TRUE;As;Eur,As,NAm,Afr,Oc;esc;bza,escx;for,low;NA;1968;32;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cryptonemia hibernica;NA;species;Cryptonemia;Halymeniaceae;Halymeniales;Florideophyceae;Rhodophyta;Plantae;DoorKnocker;TRUE;NA;Atl;stw,spr;ship,angl,nat;mar;NA;NA;0;NR;PH;PH;PH;4;4;4;NA;1;1;1;NA;4;4;4;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cryptophagus acutangulus;Gyllenhal, 1827;species;Cryptophagus;Cryptophagidae;Coleoptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;NAm;Eur,NAm;NA;NA;for,low;NA;NA;11200;PH;LO;LO;LO;2;2;2;NA;1;1;1;NA;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cryptophagus cellaris;(Scopoli, 1763);species;Cryptophagus;Cryptophagidae;Coleoptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;Eur;NA;cnt;habm;urb;NA;1925;400;LO;NK;NK;NK;1;1;1;NA;1;1;1;NA;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cryptophagus subfumatus;Kraatz, 1856;species;Cryptophagus;Cryptophagidae;Coleoptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;Eur;Eur;cnt;habm;low,urb;NA;1950;1000;LO;NK;NK;NK;1;1;1;NA;1;1;1;NA;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cryptophilus propinquus;Reitter, 1874;species;Cryptophilus;Erotylidae;Coleoptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;Eur;Eur;cnt;nurs;low;NA;2013;100;NK;PH;PH;PH;4;4;4;TRUE;1;1;1;NA;4;4;4;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cryptopleurum subtile;Sharp, 1884;species;Cryptopleurum;Hydrophilidae;Coleoptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;As;Eur,As;spr;nat;for,low;NA;1953;16000;PH;LO;LO;LO;2;2;2;TRUE;1;1;1;NA;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cryptops parisi;Br�lemann, 1920;species;Cryptops;Cryptopsidae;Scolopendromorpha;Chilopoda;Arthropoda;Animalia;reproducing;TRUE;Eur;Eur,As,NAm,Afr,SAm,Oc;cnt;cntp;for,low;NA;1999;280;NK;LO;LO;LO;3;3;3;NA;1;1;1;NA;2;2;2;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cryptostroma corticale;(Ellis & Everh.) P.H. Greg. & S. Waller;species;Cryptostroma;incertae sedis;incertae sedis;incertae sedis;Ascomycota;Fungi;DoorKnocker;TRUE;NAm;Eur,NAm;spr;nat;for,par,urb;T04,T43;NA;0;NR;PH;PH;PH;4;4;4;TRUE;1;1;1;TRUE;4;4;4;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Culex pipiens;Linnaeus, 1758;species;Culex;Culicidae;Diptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;As,Afr;Eur,As,NAm,Afr,SAm,Oc;stw;peop,bulk;low;T05;1925;12;HI;LO;LO;LO;3;3;3;TRUE;2;2;2;TRUE;2;2;2;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2
Cupressus nootkatensis;D.Don;species;Cupressus;Cupressaceae;Pinales;Pinopsida;Pinophyta;Plantae;reproducing;TRUE;NAm;Eur,NAm,Oc;esc;hort,orn;for,low,urb;NA;1935;320;LO;LO;LO;LO;2;2;3;FALSE;1;1;1;FALSE;2;2;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cyanus cheiranthifolius;(Willd.) Soj�k;species;Cyanus;Asteraceae;Asterales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;esc;hort;for;NA;2012;16;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cyanus montanus;(L.) Hill;species;Cyanus;Asteraceae;Asterales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As,NAm;esc;hort,escx;for,low,urb;NA;1865;9000;HI;HI;HI;HI;4;4;4;FALSE;2;2;2;FALSE;4;4;4;3;3;3;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
Cyanus triumfettii;(All.) Dost�l ex �.L�ve & D.L�ve;species;Cyanus;Asteraceae;Asterales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;esc;hort,escx;low,urb;NA;1935;40;NK;LO;LO;LO;2;2;2;FALSE;1;1;1;FALSE;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cyclospermum leptophyllum;(Pers.) Sprague;species;Cyclospermum;Apiaceae;Apiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;NAm,SAm;Eur,As,NAm,Afr,SAm,Oc;cnt;seed,timb;urb;NA;1930;8;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cygnus atratus;(Latham, 1790);species;Cygnus;Anatidae;Anseriformes;Aves;Chordata;Animalia;DoorKnocker;TRUE;Oc;Eur,Afr,Oc;spr;nat;lim,wet;NA;1980;0;LO;NK;NK;LO;1;1;1;NA;1;1;2;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1
Cylindroiulus truncorum;(Silvestri, 1896);species;Cylindroiulus;Julidae;Julida;Diplopoda;Arthropoda;Animalia;DoorKnocker;TRUE;Eur,Afr;Eur,Afr;cnt;timb;for;NA;1998;4;NK;LO;LO;LO;2;2;2;NA;1;1;1;NA;1;1;1;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cymbalaria muralis;P.Gaertn., B.Mey. & Scherb.;species;Cymbalaria;Plantaginaceae;Lamiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,Afr;Eur,As,NAm,Afr,SAm,Oc;esc,stw;hort,ball;low,urb;NA;1852;4000;PH;PH;LO;PH;4;3;4;FALSE;1;1;1;FALSE;4;4;4;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cyprinus carpio;Linnaeus, 1758;species;Cyprinus;Cyprinidae;Cypriniformes;Actinopterygii;Chordata;Animalia;reproducing;TRUE;Eur,As;Eur,As,NAm,Afr,SAm,Oc;rel;fish;lim;VU-04;1810;400;NR;HI;HI;HI;4;4;4;TRUE;2;2;2;TRUE;4;4;4;3;3;4;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1
Cytisus � praecox;Beauverd;species;Cytisus;Fabaceae;Fabales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort;low;NA;1905;20;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Cytisus scoparius;(L.) Link;species;Cytisus;Fabaceae;Fabales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,Afr;Eur,As,NAm,Afr,SAm,Oc;esc;hort,orn;for,low,urb;EN-02,EN-10,T21,T32,T34;1875;10000;NR;SE;SE;SE;4;4;4;FALSE;4;4;4;FALSE;4;4;4;3;3;3;1;1;1;4;4;4;2;2;2;3;3;3;1;1;1;3;3;3;1;1;1
Dalotia coriaria;(Kraatz, 1856);species;Dalotia;Staphylinidae;Coleoptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;Eur;Eur;cnt;habm;for,low;NA;1919;20000;PH;LO;LO;LO;2;2;2;NA;1;1;1;NA;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dama dama;(Linnaeus, 1758);species;Dama;Cervidae;Artiodactyla;Mammalia;Chordata;Animalia;reproducing;TRUE;As;Eur,As,NAm,Afr,SAm,Oc;rel,esc,spr;hunt,farm,nat;low,urb;NA;1901;48;HI;LO;LO;LO;3;3;3;NA;1;1;1;NA;4;4;4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Daphnia ambigua;Scourfield, 1946;species;Daphnia;Daphnidae;Diplostraca;Branchiopoda;Arthropoda;Animalia;reproducing;TRUE;NAm,SAm;Eur,NAm,SAm;cnt,stw;cntp,habm,ball;lim;EN-04,EN-05,EN-06,VU-03,VU-04,F01,F02,F03,F04,F05;2004;40;HI;PH;PH;HI;1;1;2;TRUE;4;4;4;TRUE;2;2;3;1;1;1;1;1;2;4;4;4;2;2;3;2;1;3;1;1;2;1;1;1;1;1;1
Daphnia parvula;Fordyce, 1901;species;Daphnia;Daphnidae;Diplostraca;Branchiopoda;Arthropoda;Animalia;DoorKnocker;TRUE;NAm;Eur,NAm;cnt,stw,spr;cnta,habm,ball,nat;lim;EN-04,EN-05,EN-06,VU-03,VU-04,F01,F02,F03,F04,F05;NA;0;HI;SE;HI;SE;4;3;4;TRUE;4;3;4;TRUE;4;3;4;4;3;4;2;1;3;4;3;4;2;2;3;2;1;3;1;1;2;1;1;1;1;1;1
Dasineura kellneri;(Henschel, 1875);species;Dasineura;Cecidomyiidae;Diptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;Eur;Eur;cnt;cntp;for,low;NA;NA;0;LO;LO;LO;LO;3;3;3;TRUE;1;1;1;FALSE;2;2;2;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dasineura mali;(Kieffer, 1904);species;Dasineura;Cecidomyiidae;Diptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;Eur,As,NAm,Afr,SAm,Oc;Eur,As,NAm,Afr,SAm,Oc;cnt;parp;for,low;NA;1995;0;LO;LO;LO;LO;3;3;3;NA;1;1;1;NA;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dasineura pyri;(Bouch�, 1847);species;Dasineura;Cecidomyiidae;Diptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;Eur,As;Eur,As,NAm,Oc;cnt;parp;for,low;NA;NA;320;LO;LO;LO;LO;2;2;2;NA;1;1;1;NA;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dasiphora fruticosa;(L.) Rydb.;species;Dasiphora;Rosaceae;Rosales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,NAm;Eur,As,NAm,Oc;esc;hort,orn,escx;for,low,urb;NA;1896;900;LO;PH;LO;PH;4;3;4;FALSE;1;1;1;FALSE;3;3;3;4;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dasya baillouviana;(S.G. Gmelin) Montagne;species;Dasya;Dasyaceae;Ceramiales;Florideophyceae;Rhodophyta;Plantae;reproducing;TRUE;NA;NA;stw;ball,angl;mar;NA;1966;600;LO;PH;PH;PH;4;4;4;NA;1;1;1;NA;4;4;4;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dasya sessilis;Yamada;species;Dasya;Dasyaceae;Ceramiales;Florideophyceae;Rhodophyta;Plantae;DoorKnocker;TRUE;Pac;Atl,Pac;stw,spr;ship,angl,nat;mar;NA;NA;0;NR;PH;PH;PH;4;4;4;NA;1;1;1;NA;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dasysiphonia japonica;(Yendo) H.-S.Kim, 2012;species;Dasysiphonia;Dasyaceae;Ceramiales;Florideophyceae;Rhodophyta;Plantae;reproducing;TRUE;Pac;Atl,Med,Pac;stw;ball,angl;mar;EN-01,M01,M04;1996;1200;SE;SE;SE;SE;4;4;4;NA;4;4;4;NA;4;4;4;3;3;3;1;1;1;1;1;1;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1
Datura stramonium;L.;species;Datura;Solanaceae;Solanales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;NAm,SAm;Eur,As,NAm,Afr,SAm,Oc;cnt;seed,food;low,urb;NA;1840;60;NR;NK;NK;LO;1;1;2;TRUE;1;1;1;FALSE;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Daucus carota carota;NA;subspecies;Daucus;Apiaceae;Apiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,Afr;Eur,As,NAm,Afr,SAm,Oc;cnt;seed;low,urb;VU-07;1857;3240;LO;LO;LO;PH;3;3;4;FALSE;1;1;1;FALSE;4;4;4;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Delphinella abietis;(Rostr.) E. M�ll.;species;Delphinella;incertae sedis;Dothideales;Dothideomycetes;Ascomycota;Fungi;reproducing;TRUE;NAm;Eur,NAm;cnt;parp;for;NA;1906;352;LO;LO;LO;LO;2;2;3;NA;1;1;1;NA;2;2;3;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Delphinium elatum;L.;species;Delphinium;Ranunculaceae;Ranunculales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;esc,cnt;hort,orn,escx,bait;for,low,urb;NA;1862;1280;NK;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Deraeocoris lutescens;(Schilling, 1837);species;Deraeocoris;Miridae;Hemiptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;Eur,As,Afr;Eur,As,Afr;cnt;cntp;for,low;NA;1999;204;SE;HI;HI;HI;4;4;4;TRUE;2;2;2;NA;4;4;4;4;3;4;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
Deroceras panormitanum;(Lessona & Pollonera, 1882);species;Deroceras;Agriolimacidae;Pulmonata;Gastropoda;Mollusca;Animalia;reproducing;TRUE;Eur;Eur,As,NAm,Afr,SAm;cnt,stw;parp,bulk,pack;low;NA;1983;28;LO;HI;HI;HI;2;2;2;NA;3;3;3;NA;2;2;2;2;2;2;1;1;1;1;1;1;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1
Deschampsia cespitosa cespitosa;NA;subspecies;Deschampsia;Poaceae;Poales;Monocots;Magnoliophyta;Plantae;reproducing;FALSE;Eur,As,Afr;Eur,As,NAm,Afr,SAm,Oc;cnt;bait,cntx;urb;NA;1923;16;NR;LO;LO;LO;2;2;2;FALSE;1;1;1;FALSE;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Descolea antarctica;Singer;species;Descolea;Bolbitiaceae;Agaricales;Agaricomycetes;Basidiomycota;Fungi;reproducing;TRUE;SAm,Oc;Eur,SAm,Oc;NA;NA;low;NA;2001;8;NR;LO;LO;LO;2;2;3;NA;1;1;1;NA;4;3;4;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Diabrotica virgifera;LeConte, 1868;species;Diabrotica;Chrysomelidae;Coleoptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;NAm;Eur,NAm;cnt;cntp;low;NA;NA;0;LO;LO;LO;LO;2;2;2;TRUE;1;1;1;NA;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Diadumene lineata;NA;species;Diadumene;Diadumenidae;Actiniaria;Anthozoa;Cnidaria;Animalia;reproducing;TRUE;Pac;Atl,Balt,Med,Black,Pac;stw;hull;mar;M01;2014;40;LO;NK;NK;LO;1;1;2;TRUE;1;1;1;NA;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dianthus barbatus;L.;species;Dianthus;Caryophyllaceae;Caryophyllales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur,As,NAm,Oc;esc;hort,orn,escx;for,low,urb;NA;1862;1248;LO;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dianthus caryophyllus;L.;species;Dianthus;Caryophyllaceae;Caryophyllales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,Afr;Eur,As,NAm,Afr;esc;hort,escx;low;VU-07;1929;128;NR;LO;LO;LO;3;2;3;FALSE;1;1;1;FALSE;3;2;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dianthus glacialis;Haenke;species;Dianthus;Caryophyllaceae;Caryophyllales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;rel;relx;low;NA;2013;4;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dianthus plumarius;L.;species;Dianthus;Caryophyllaceae;Caryophyllales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur,NAm,Oc;esc;hort,orn,escx;for,low;VU-07;1936;352;LO;LO;LO;LO;3;3;3;FALSE;2;2;2;FALSE;2;2;3;3;3;3;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Diaporthe vaccinii;Shear;species;Diaporthe;Diaporthaceae;Diaporthales;Sordariomycetes;Ascomycota;Fungi;DoorKnocker;TRUE;NAm;Eur,As,NAm,SAm;cnt;parp;low,par,urb;NA;NA;0;NR;NK;NK;NK;1;1;1;TRUE;1;1;1;NA;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dicentra formosa;(Haw.) Walp.;species;Dicentra;Papaveraceae;Ranunculales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;NAm;Eur,NAm;esc;hort,orn,escx;for,low,urb;NA;1930;900;PH;LO;LO;PH;3;3;4;FALSE;1;1;1;FALSE;3;3;3;3;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dichrooscytus gustavi;Josifov, 1981;species;Dichrooscytus;Miridae;Hemiptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;Eur;Eur;cnt;cntp;low,urb;NA;NA;0;NR;LO;LO;LO;2;2;2;NA;1;1;1;NA;4;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Didemnum vexillum;Kott 2002;species;Didemnum;Didemnidae;Enterogona;Ascidiacea;Chordata;Animalia;DoorKnocker;TRUE;Pac;Atl,Pac;stw;hull;mar;M01,M14;NA;0;SE;SE;SE;SE;4;4;4;TRUE;4;3;4;NA;4;4;4;4;3;4;1;1;1;1;1;1;4;3;4;1;1;1;1;1;1;1;1;1;1;1;1
Didymascella thujina;(E.J. Durand) Maire;species;Didymascella;Hemiphacidiaceae;Helotiales;Leotiomycetes;Ascomycota;Fungi;reproducing;TRUE;NAm;Eur,NAm;cnt;parp;low,par;NA;1939;80;LO;NK;NK;NK;1;1;1;TRUE;1;1;1;FALSE;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Diervilla florida;(Bunge) Siebold & Zucc.;species;Diervilla;Caprifoliaceae;Dipsacales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;As;Eur,As,NAm,Oc;rel,esc;relx,hort;low;NA;1948;8;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Digitalis grandiflora;Mill.;species;Digitalis;Plantaginaceae;Lamiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As,NAm;esc;hort;low;NA;2010;24;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Digitalis lanata;Ehrh.;species;Digitalis;Plantaginaceae;Lamiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;esc;hort;low;NA;1951;8;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Digitalis lutea;L.;species;Digitalis;Plantaginaceae;Lamiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,Afr;Eur,Afr;esc;hort;low,urb;NA;1888;60;NK;LO;LO;LO;2;2;2;FALSE;1;1;1;FALSE;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Digitaria sanguinalis;(L.) Scop.;species;Digitaria;Poaceae;Poales;Monocots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,NAm,Afr,SAm,Oc;Eur,As,NAm,Afr,SAm,Oc;cnt;cntp,seed,timb,habm;low,urb;NA;1910;32;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dikerogammarus villosus;(Sowinsky, 1894);species;Dikerogammarus;Gammaridae;Amphipoda;Malacostraca;Arthropoda;Animalia;DoorKnocker;TRUE;Eur;Eur;cnt,stw;cntp,ball,hull,angl;lim;EN-04,EN-06,NT-01,F01,F04,L01,L02,L07;NA;0;NR;HI;HI;SE;4;4;4;TRUE;2;2;3;TRUE;4;3;4;4;4;4;1;1;2;1;1;1;2;2;3;2;2;3;1;1;2;1;1;1;1;1;2
Diplocarpon mali;Y. Harada & Sawamura;species;Diplocarpon;Dermateaceae;Helotiales;Leotiomycetes;Ascomycota;Fungi;DoorKnocker;TRUE;As;Eur,As,NAm;cnt;parp;for;NA;NA;0;NR;LO;LO;LO;3;3;3;NA;1;1;1;NA;2;1;2;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Diplosoma listerianum;(H. Milne-Edwards, 1841);species;Diplosoma;Didemnidae;Enterogona;Ascidiacea;Chordata;Animalia;DoorKnocker;FALSE;Atl,Med;Atl,Med,Pac;stw;hull,angl;mar;M01,M02,M03,M10;NA;0;NR;LO;LO;LO;2;2;3;TRUE;1;1;1;NA;2;2;2;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Diplotaxis muralis;(L.) DC.;species;Diplotaxis;Brassicaceae;Brassicales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,Afr;Eur,As,NAm,Afr,SAm,Oc;cnt,stw;seed,cntx,ball;low,urb;NA;1850;1248;LO;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Diplotaxis tenuifolia;(L.) DC.;species;Diplotaxis;Brassicaceae;Brassicales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,Afr;Eur,As,NAm,Afr,SAm,Oc;esc,stw;agr,hort,ball;low,urb;NA;1857;500;NK;LO;LO;LO;2;2;2;FALSE;1;1;1;FALSE;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dipsacus fullonum;L.;species;Dipsacus;Caprifoliaceae;Dipsacales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,Afr;Eur,As,NAm,Afr,SAm,Oc;rel,esc,cnt,stw;relx,hort,seed,timb,ball;low,urb;NA;1875;300;NK;LO;LO;LO;2;2;2;FALSE;1;1;1;FALSE;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dipsacus strigosus;Willd. ex Roem. & Schult.;species;Dipsacus;Caprifoliaceae;Dipsacales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;rel,esc;relx,escx;low;NA;1986;36;NK;LO;NK;LO;2;1;2;FALSE;1;1;1;FALSE;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Discula destructiva;Redlin;species;Discula;Gnomoniaceae;Diaporthales;Sordariomycetes;Ascomycota;Fungi;DoorKnocker;TRUE;As;Eur,As,NAm;cnt;parp;for,par;NA;NA;0;NR;HI;HI;SE;4;4;4;NA;2;2;3;NA;4;4;4;3;3;3;1;1;1;1;1;2;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1
Dodecastichus inflatus;(Gyllenhal, 1834);species;Dodecastichus;Curculionidae;Coleoptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;Eur;Eur;cnt;cntp;urb;NA;NA;0;LO;LO;LO;LO;2;2;2;TRUE;1;1;1;NA;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dodecastichus mastix;(Olivier, 1807);species;Dodecastichus;Curculionidae;Coleoptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;Eur;Eur;cnt;cntp;urb;NA;NA;0;NR;LO;LO;LO;2;2;2;TRUE;1;1;1;NA;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Dohrniphora cornuta;Bigot in de la Sagra, 1857;species;Dohrniphora;Phoridae;Diptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;Oc;Eur,As,NAm,Afr,SAm,Oc;cnt;cntp;low;NA;NA;0;LO;LO;LO;LO;3;3;3;TRUE;1;1;1;FALSE;2;2;2;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Doronicum columnae;Ten.;species;Doronicum;Asteraceae;Asterales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort,orn,escx;for,low,urb;NA;1937;1200;PH;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
