Name;Author;Rank;Genus;Family;Order;Class;Phylum;Kingd;Status;Mainl;Origin;CurDis;Pathw1;Pathw2;LifeSt;Ecosys;Observ;AOO;Imp12;Impact;minImp;maxImp;InvPot;minInv;maxInv;clmInv;EcoEff;minEff;maxEff;clmEff;A;minA;maxA;B;minB;maxB;C;minC;maxC;D;minD;maxD;E;minE;maxE;F;minF;maxF;G;minG;maxG;H;minH;maxH;I;minI;maxI
Salamandra salamandra;(Linnaeus, 1758);species;Salamandra;Salamandridae;Caudata;Amphibia;Chordata;Animalia;DoorKnocker;TRUE;Eur;Eur;rel;relx;for,lim;NA;NA;0;NR;NK;NK;NK;1;1;1;TRUE;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix acutifolia;Willd.;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;esc;escx;low;NA;1918;12;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix alaxensis;(Andersson) Coville;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;As,NAm;Eur,As,NAm;rel,esc;mngm,escx;low,urb;NA;2002;220;LO;LO;LO;LO;3;2;3;FALSE;1;1;1;FALSE;2;2;2;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix alba chermesina;Hartvig;variety;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;escx;low,urb,wet;NA;1983;40;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix alba sericea;Gaudin;variety;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort,orn,escx;low,urb,wet;NA;1875;600;NR;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix alba vitellina;(L.) Stokes;variety;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort,orn,escx;for,low,urb,wet;NA;1865;480;NR;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix � alopecuroides;Tausch;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;escx;wet;NA;1966;24;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix babylonica;L.;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;As;Eur,As,NAm,Afr,SAm,Oc;esc;hort;low;NA;1990;8;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix 'Brekkavier';NA;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort,orn,escx;low,urb;NA;1992;240;NR;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;2;2;2;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix � calodendron;Wimm.;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur,Oc;esc;escx;for,low;NA;1991;36;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix daphnoides daphnoides;NA;subspecies;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;escx;low,urb;NA;1873;160;NR;HI;LO;HI;2;2;3;FALSE;3;2;3;FALSE;2;2;3;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;3;1;1;1
Salix daphnoides pomeranica;(Link) Koch;variety;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort,orn;urb;NA;1991;40;NR;LO;LO;LO;1;1;1;FALSE;3;2;3;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;3;1;1;1
Salix � dasyclados;Wimm.;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort,orn,escx;for,low,urb,wet;NA;1912;640;PH;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix euxina;I.V.Belyaeva;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;esc;hort,escx;for,low,urb,wet;NA;2002;816;SE;LO;LO;LO;3;3;3;FALSE;2;1;2;FALSE;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1
Salix euxina 'Bullata';NA;form;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort,orn,escx;for,low,wet;NA;1919;72;NR;LO;LO;LO;1;1;1;FALSE;2;2;2;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1
Salix � fragilis;L.;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur,As,NAm,Afr,Oc;esc;hort,orn,escx;for,low,urb,wet;T30,V08,V10;1834;5256;SE;HI;HI;SE;3;3;4;FALSE;3;3;3;FALSE;4;4;4;2;2;3;1;1;1;3;3;3;1;1;1;1;1;1;1;1;1;3;2;3;1;1;1
Salix � holosericea;Willd.;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;escx;for,wet;NA;1988;80;NR;LO;LO;LO;2;2;2;NA;1;1;1;NA;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix lasiandra;Benth.;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;DoorKnocker;TRUE;NAm;NAm;NA;NA;NA;NA;2013;0;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix � laurina;Sm.;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;rel;impr;low,wet;NA;2014;8;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix � meyeriana;Rostk. ex Willd.;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort,orn,escx;for,low,urb,wet;NA;1903;900;HI;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix � mollissima;Ehrh.;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;agr,hort,orn,escx;low,wet;EN-02,T21,T34;1857;144;LO;HI;HI;HI;3;3;3;FALSE;3;3;3;FALSE;3;3;3;3;3;3;1;1;1;3;3;3;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1
Salix � pendulina;Wender;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As,NAm,Oc;esc;escx;low,urb;NA;1939;12;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix purpurea;L.;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,Afr;Eur,As,NAm,Afr,Oc;esc;hort,orn,escx;for,low,urb,wet;NA;1829;336;LO;LO;LO;LO;3;2;3;FALSE;1;1;1;FALSE;3;2;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix � rubra;Huds.;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort,escx;for,wet;NA;1831;24;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix � salamonii;(Carri�re) Carri�re;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As,NAm;esc;hort,orn,escx;low,urb;NA;1903;144;NK;LO;LO;LO;2;2;2;FALSE;1;1;1;FALSE;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix schwerinii;E.L.Wolf;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;DoorKnocker;TRUE;As;As;NA;NA;NA;NA;2013;0;NR;LO;NK;LO;1;1;1;FALSE;2;1;2;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1
Salix � smithiana;Willd.;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur,NAm;rel,esc;relx,hort,orn,escx;for,low,urb;NA;1829;3000;PH;LO;LO;PH;3;3;4;FALSE;1;1;1;FALSE;4;4;4;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salix viminalis;L.;species;Salix;Salicaceae;Malpighiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As,NAm,SAm,Oc;rel,esc;impr,eros,hort,orn,escx;for,low,urb,wet;EN-02,T30,V08;1857;2000;PH;SE;SE;SE;4;4;4;FALSE;3;3;3;FALSE;4;4;4;3;3;3;1;1;1;3;3;3;1;1;1;3;2;3;1;1;1;2;2;2;1;1;1
Salvelinus fontinalis;(Mitchill, 1814);species;Salvelinus;Salmonidae;Salmoniformes;Actinopterygii;Chordata;Animalia;reproducing;TRUE;NAm;Eur,As,NAm,Afr,SAm,Oc;rel,esc;fish,res;lim;NA;1875;3176;LO;LO;LO;LO;2;2;2;FALSE;1;1;1;FALSE;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salvelinus namaycush;(Walbaum, 1792);species;Salvelinus;Salmonidae;Salmoniformes;Actinopterygii;Chordata;Animalia;reproducing;TRUE;NAm;Eur,NAm,SAm,Oc;rel,esc;fish,escx;lim;NA;1975;224;HI;LO;LO;HI;3;3;4;NA;2;2;2;NA;4;4;4;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1
Salvia nemorosa;L.;species;Salvia;Lamiaceae;Lamiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;cnt,stw;seed,timb,ball;urb;NA;1897;4;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salvia officinalis;L.;species;Salvia;Lamiaceae;Lamiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As,NAm,SAm,Oc;NA;NA;low,urb;NA;1835;16;NR;NK;NK;NK;1;1;1;TRUE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salvia pratensis;L.;species;Salvia;Lamiaceae;Lamiales;Eudicots;Magnoliophyta;Plantae;DoorKnocker;TRUE;Eur;Eur,NAm;cnt;seed,timb;low;NA;1893;0;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Salvia verticillata;L.;species;Salvia;Lamiaceae;Lamiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;cnt,stw;seed,ball;low,urb;NA;1860;48;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sambucus ebulus;L.;species;Sambucus;Adoxaceae;Dipsacales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As,NAm,Afr;esc;hort;urb;NA;1834;8;NR;LO;LO;LO;2;2;2;FALSE;1;1;1;FALSE;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sambucus pubens;Michx.;species;Sambucus;Adoxaceae;Dipsacales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;NAm;Eur,NAm;esc;hort,orn;for,urb;NA;2008;140;LO;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;2;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sambucus racemosa;L.;species;Sambucus;Adoxaceae;Dipsacales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort,orn;for,low,urb;EN-10,VU-07,VU-08,T04;1750;88200;HI;SE;SE;SE;4;4;4;FALSE;3;3;3;FALSE;4;4;4;4;4;4;3;3;3;1;1;1;2;1;2;3;3;3;3;3;3;1;1;1;1;1;1
Sanguisorba canadensis canadensis;NA;subspecies;Sanguisorba;Rosaceae;Rosales;Eudicots;Magnoliophyta;Plantae;DoorKnocker;TRUE;NAm;NAm;esc;hort;urb;NA;1976;0;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sanguisorba canadensis latifolia;(Hook.) Calder & R.L.Taylor;subspecies;Sanguisorba;Rosaceae;Rosales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;As,NAm;Eur,As,NAm;esc;hort;low,urb;NA;2006;24;NK;LO;NK;LO;2;1;2;FALSE;1;1;1;FALSE;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sanguisorba � menziesii;Rydb.;species;Sanguisorba;Rosaceae;Rosales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;NAm;Eur,NAm;esc;hort;urb;NA;2005;8;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sanguisorba minor;Scop.;species;Sanguisorba;Rosaceae;Rosales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,Afr;Eur,As,NAm,Afr,SAm,Oc;cnt;seed,habm;for,low,urb;NA;1764;1000;NR;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sanguisorba obtusa;Maxim.;species;Sanguisorba;Rosaceae;Rosales;Eudicots;Magnoliophyta;Plantae;DoorKnocker;TRUE;As;Eur,As;esc;hort;low;NA;2016;0;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Saponaria ocymoides;L.;species;Saponaria;Caryophyllaceae;Caryophyllales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur,NAm;NA;NA;low,urb;NA;1955;24;NK;LO;NK;LO;2;1;2;FALSE;1;1;1;FALSE;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Saponaria officinalis;L.;species;Saponaria;Caryophyllaceae;Caryophyllales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As,NAm,SAm,Oc;esc;hort,escx;low,urb;NA;1862;3600;PH;PH;PH;PH;4;4;4;FALSE;1;1;1;FALSE;4;4;4;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sargassum muticum;(Yendo) Fensholt, 1955;species;Sargassum;Sargassaceae;Fucales;Phaeophyceae;Ochrophyta;Chromista;reproducing;TRUE;Pac;Atl,Med,Pac;stw,spr;angl,stwx,nat;mar;EN-01,VU-01,M01,M09;1988;2416;SE;SE;SE;SE;4;4;4;NA;4;4;4;NA;4;4;4;3;3;3;1;1;1;4;4;4;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1
Sawadaea bicornis;(Wallr.: Fr.) Homma;species;Sawadaea;Erysiphaceae;Erysiphales;Leotiomycetes;Ascomycota;Fungi;reproducing;TRUE;Eur;Eur,NAm;cnt;parp;for;NA;1920;156;NR;LO;LO;LO;3;3;3;NA;1;1;1;NA;2;2;3;3;3;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Saxifraga � arendsii;Arends;species;Saxifraga;Saxifragaceae;Saxifragales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort,escx;low,urb;NA;1963;360;NK;LO;LO;LO;2;2;3;FALSE;1;1;1;FALSE;2;2;2;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Saxifraga � geum;L.;species;Saxifraga;Saxifragaceae;Saxifragales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort,escx;for,low,urb;NA;1896;560;PH;LO;LO;LO;3;3;3;FALSE;2;2;2;FALSE;3;3;3;2;2;2;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
Saxifraga hostii;Tausch;species;Saxifraga;Saxifragaceae;Saxifragales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort;low;NA;1910;8;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Saxifraga rosacea;Moench;species;Saxifraga;Saxifragaceae;Saxifragales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort;low,urb;NA;1848;240;NR;NK;NK;LO;1;1;2;NA;1;1;1;NA;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Saxifraga rotundifolia;L.;species;Saxifraga;Saxifragaceae;Saxifragales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;esc;hort,escx;for,low,urb;NA;1920;240;PH;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Saxifraga umbrosa;L.;species;Saxifraga;Saxifragaceae;Saxifragales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort,escx;for,low,urb;NA;1892;960;PH;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Saxifraga � urbium;D.A.Webb;species;Saxifraga;Saxifragaceae;Saxifragales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort,escx;urb;NA;2001;120;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Scardinius erythrophthalmus;(Linnaeus, 1758);species;Scardinius;Cyprinidae;Cypriniformes;Actinopterygii;Chordata;Animalia;RegionallyAlien;TRUE;Eur,As;Eur,As,NAm,Afr,Oc;NA;NA;lim;NA;NA;688;NR;SE;HI;SE;4;3;4;TRUE;3;3;3;TRUE;4;4;4;3;2;3;1;1;1;1;1;1;3;3;3;1;1;1;1;1;1;2;2;2;1;1;1
Schizoporella japonica;Ortmann, 1890;species;Schizoporella;Schizoporellidae;Cheilostomata;Gymnolaemata;Ectoprocta;Animalia;reproducing;TRUE;Pac;Atl,Pac;stw;hull;mar;M01,M14;2014;2400;NR;HI;HI;SE;4;4;4;FALSE;2;2;3;FALSE;4;4;4;4;4;4;1;1;1;1;1;1;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1
Schizoporella japonica;Ortmann, 1890;species;Schizoporella;Schizoporellidae;Cheilostomata;Gymnolaemata;Ectoprocta;Animalia;DoorKnocker;FALSE;Pac;Atl,Pac;stw;ship,hull,angl;mar;M01,M03;NA;0;NR;LO;LO;HI;3;3;3;TRUE;2;2;3;NA;2;2;2;4;3;4;1;1;1;1;1;1;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1
Schyzocotyle acheilognathi;(Yamaguti, 1934);species;Schyzocotyle;Bothriocephalidae;Pseudophyllidea;Cestoda;Platyhelminthes;Animalia;DoorKnocker;TRUE;As;Eur,As,NAm,SAm,Oc;cnt;para;lim,par;NA;2015;0;NR;HI;LO;HI;4;3;4;TRUE;2;1;2;FALSE;4;4;4;3;2;3;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1
Scilla bifolia;L.;species;Scilla;Asparagaceae;Asparagales;Monocots;Magnoliophyta;Plantae;DoorKnocker;TRUE;Eur,As;Eur,As;NA;NA;low;NA;1965;0;NR;LO;NK;LO;2;1;2;FALSE;1;1;1;FALSE;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Scilla forbesii;(Baker) Speta;species;Scilla;Asparagaceae;Asparagales;Monocots;Magnoliophyta;Plantae;reproducing;TRUE;As;Eur,As,NAm;esc,spr;hort,orn,escx,nat;for,low,urb;NA;1978;1800;PH;LO;LO;PH;3;3;4;FALSE;1;1;1;FALSE;3;3;3;3;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Scilla luciliae;(Boiss.) Speta;species;Scilla;Asparagaceae;Asparagales;Monocots;Magnoliophyta;Plantae;reproducing;TRUE;As;Eur,As,NAm;esc;hort,orn,escx;for,low,urb;NA;1994;3000;PH;PH;PH;PH;4;4;4;FALSE;1;1;1;FALSE;4;4;4;4;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Scilla sardensis;(Whittall ex Barr & Sayden) Speta;species;Scilla;Asparagaceae;Asparagales;Monocots;Magnoliophyta;Plantae;reproducing;TRUE;As;Eur,As;esc;hort,orn,escx;low,urb;NA;1994;480;PH;LO;LO;LO;3;2;3;FALSE;1;1;1;FALSE;2;2;2;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sciurus carolinensis;Gmelin, 1788;species;Sciurus;Sciuridae;Rodentia;Mammalia;Chordata;Animalia;DoorKnocker;TRUE;NAm;Eur,NAm,Afr;esc;bza,escx;for;NA;NA;0;NR;SE;SE;SE;4;4;4;NA;4;4;4;NA;4;4;4;4;4;4;1;1;2;1;1;1;4;4;4;1;1;1;1;1;1;1;1;1;2;2;2
Scleranthus annuus annuus;NA;subspecies;Scleranthus;Caryophyllaceae;Caryophyllales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,Afr;Eur,As,NAm,Afr,SAm,Oc;cnt,stw;seed,habm,veh,ball;low,urb;NA;1831;840;LO;HI;LO;HI;3;3;3;FALSE;3;2;3;FALSE;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;3;1;1;1
Scopolia carniolica;Jacq.;species;Scopolia;Solanaceae;Solanales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;esc;hort;for,low,urb;NA;1850;800;PH;LO;LO;PH;3;3;4;FALSE;1;1;1;FALSE;3;3;4;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Scrophularia chrysantha;Jaub. & Spach;species;Scrophularia;Scrophulariaceae;Lamiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;esc,stw;hort,ball;for,urb;NA;1847;16;LO;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Scutellaria altissima;L.;species;Scutellaria;Lamiaceae;Lamiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;esc;hort,bza;low,urb;NA;1947;12;LO;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Scytosiphon dotyi;NA;species;Scytosiphon;Scytosiphonaceae;Scytosiphonales;Phaeophyceae;Ochrophyta;Chromista;DoorKnocker;TRUE;Pac;NA;stw;ball,hull,angl;mar;NA;NA;0;NR;NK;NK;LO;1;1;2;NA;1;1;1;NA;2;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Securigera varia;(L.) Lassen;species;Securigera;Fabaceae;Fabales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As,NAm,Oc;esc,cnt,stw;agr,hort,seed,ball;low,urb;NA;1882;240;LO;LO;NK;LO;2;1;2;FALSE;1;1;1;FALSE;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sedum dasyphyllum;L.;species;Sedum;Crassulaceae;Saxifragales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,Afr;Eur,Afr;esc;hort;low;NA;2014;32;NR;NK;NK;LO;1;1;2;FALSE;1;1;1;FALSE;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sedum forsterianum;Sm.;species;Sedum;Crassulaceae;Saxifragales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur,NAm;esc,spr;hort,escx,nat;low,urb;NA;1964;740;PH;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
